fid,mylevel,plz_name,plz_code,krs_code,lan_name,lan_code,krs_name,ZIP_3,CatchArea,ClassArea,Percentage,Joined lay,ZIP3_ID,CatchArea3,ClassArea3
17548,4,Stuttgart,"70565","08111",Baden-Württemberg,"08",Stadtkreis Stuttgart,"705",7775938.31586399,424842.246999621,5.4635496031763,"705",8,64236212.2,4671962.20026034
17549,4,Heilbronn,"74081","08121",Baden-Württemberg,"08",Stadtkreis Heilbronn,"740",15040065.6709708,1282166.53521847,8.52500622848481,"740",942,100385801.8,5270555.00411576
17550,4,Sulzbach am Main,"63834","09676",Bayern,"09",Landkreis Miltenberg,"638",19948931.2743383,4484767.24829445,22.4812406570547,"638",1156,595569013,111525337.950213
17551,4,Dörverden,"27313","03361",Niedersachsen,"03",Landkreis Verden,"273",83501831.6449951,15087666.4387318,18.068665251412,"273",925,1617773141,327531035.714157
17552,4,"Behrendorf, Bondelum","25850","01054",Schleswig-Holstein,"01",Kreis Nordfriesland,"258",24514560.0577441,14971008.6288788,61.0698645768661,"258",830,1245772415,676865730.904727
17553,4,Eschau,"63863","09676",Bayern,"09",Landkreis Miltenberg,"638",38088071.663853,7744008.4374554,20.3318469514558,"638",1156,595569013,111525337.950213
17554,4,Eggstedt,"25721","01051",Schleswig-Holstein,"01",Kreis Dithmarschen,"257",12589849.4769015,6749073.00432976,53.6072573124266,"257",834,1107966797,318807863.853494
17555,4,Altdorf,"72655","08116",Baden-Württemberg,"08",Landkreis Esslingen,"726",3284586.74169947,422373.019264203,12.8592438708336,"726",67,174055512.2,15434811.5014389
17556,4,Brokdorf,"25576","01061",Schleswig-Holstein,"01",Kreis Steinburg,"255",13648246.7101315,12825108.742677,93.968910549928,"255",846,963731751.1,451949870.782049
17557,4,Neukirchen (Knüll),"34626","06634",Hessen,"06",Landkreis Schwalm-Eder-Kreis,"346",66345245.4735162,14317124.1784896,21.5797290013868,"346",406,520123732.4,83303189.2166048
17558,4,Kernen im Remstal,"71394","08119",Baden-Württemberg,"08",Landkreis Rems-Murr-Kreis,"713",15044494.395088,264095.361182976,1.75542862556553,"713",122,85301969.33,3107957.7157227
17559,4,"Hanerau-Hademarschen, Seefeld u.a.","25557","01058",Schleswig-Holstein,"01",Kreis Rendsburg-Eckernförde,"255",103508352.442513,37687166.047583,36.4097825521025,"255",846,963731751.1,451949870.782049
17560,4,Aspach,"71546","08119",Baden-Württemberg,"08",Landkreis Rems-Murr-Kreis,"715",35212974.7438736,3137539.14710714,8.910179188008,"715",118,374453437.9,85913191.5286477
17561,4,Wewelsfleth,"25599","01061",Schleswig-Holstein,"01",Kreis Steinburg,"255",17482820.1066613,12678294.2070247,72.5185875601042,"255",846,963731751.1,451949870.782049
17562,4,Wrohm,"25799","01051",Schleswig-Holstein,"01",Kreis Dithmarschen,"257",12380359.2099296,2287877.05698267,18.479892369744,"257",834,1107966797,318807863.853494
17563,4,Wertheim,"97877","08128",Baden-Württemberg,"08",Landkreis Main-Tauber-Kreis,"978",138620015.036894,10741723.122959,7.74904195480006,"978",1077,721757620.1,58195605.7377946
17564,4,Dettingen unter Teck,"73265","08116",Baden-Württemberg,"08",Landkreis Esslingen,"732",15149710.4513379,1752063.57081258,11.5649970766131,"732",971,246224234.7,34908371.7993944
17565,4,Öhringen,"74613","08126",Baden-Württemberg,"08",Landkreis Hohenlohekreis,"746",67821119.981566,3767323.22275316,5.55479358609403,"746",968,604335217.5,63480495.4668354
17566,4,Insel Poel,"23999","13074",Mecklenburg-Vorpommern,"13",Landkreis Nordwestmecklenburg,"239",34822519.3021475,3554693.90978898,10.2080319891438,"239",590,34871744.44,3554693.90978898
17567,4,Kirchensittenbach,"91241","09574",Bayern,"09",Landkreis Nürnberger Land,"912",43212108.7391736,15828421.5313749,36.6295975670028,"912",897,1047250021,276732675.560232
17568,4,München,"80999","09162",Bayern,"09",Kreisfreie Stadt München,"809",8411807.46154529,888368.591089777,10.56097152902,"809",814,78287275.18,5336943.05523151
17569,4,Pinnow,"19065","13076",Mecklenburg-Vorpommern,"13",Landkreis Ludwigslust-Parchim,"190",45999646.1639025,6106752.76329597,13.2756516029207,"190",766,913326337.3,135492663.062329
17570,4,Königstein,"92281","09371",Bayern,"09",Landkreis Amberg-Sulzbach,"922",35175148.5841297,9327055.73846957,26.5160379242229,"922",852,1250124993,177422940.749626
17571,4,Goldkronach,"95497","09472",Bayern,"09",Landkreis Bayreuth,"954",41188822.349445,1555912.97506349,3.77751265103713,"954",154,734822887.2,202190893.923002
17572,4,Schleiz,"07907","16075",Thüringen,"16",Landkreis Saale-Orla-Kreis,"079",189613421.279741,27101394.5638789,14.2929727130948,"079",739,917317514.2,137215700.726199
17573,4,Tegernsee,"83684","09182",Bayern,"09",Landkreis Miesbach,"836",22651208.9217926,907638.124052518,4.00701846504663,"836",130,22681843.33,907638.124052518
17574,4,Wellheim,"91809","09176",Bayern,"09",Landkreis Eichstätt,"918",33730762.2628344,3610417.03597103,10.7036331045181,"918",875,80865053.59,13351933.6130278
17575,4,Althegnenberg,"82278","09179",Bayern,"09",Landkreis Fürstenfeldbruck,"822",16073888.3498199,2795524.15437928,17.3917106647726,"822",19,600528810.6,78781740.2040962
17576,4,Oberhausen,"86697","09185",Bayern,"09",Landkreis Neuburg-Schrobenhausen,"866",31977644.1743098,5074998.82198384,15.8704587314815,"866",988,1428545179,169120355.651721
17577,4,Raisting,"82399","09190",Bayern,"09",Landkreis Weilheim-Schongau,"823",21902214.6835975,15236146.9095306,69.5644122278689,"823",17,664952639.2,299464156.794054
17578,4,Effeltrich,"91090","09474",Bayern,"09",Landkreis Forchheim,"910",11928765.8761284,4242222.5327228,35.5629624788951,"910",900,326931450.4,60028974.6535071
17579,4,Steinach,"96523","16072",Thüringen,"16",Landkreis Sonneberg,"965",25873990.6676887,1380763.25560259,5.33649127935599,"965",88,314480818.1,65416800.8961689
17580,4,Oberschweinbach,"82294","09179",Bayern,"09",Landkreis Fürstenfeldbruck,"822",7269565.95758972,611359.130703943,8.40984364500688,"822",19,600528810.6,78781740.2040962
17581,4,Marktzeuln,"96275","09478",Bayern,"09",Landkreis Lichtenfels,"962",6790629.56869142,3065083.79050346,45.1369605645286,"962",57,721040783.7,136196455.88982
17582,4,Altomünster,"85250","09174",Bayern,"09",Landkreis Dachau,"852",75702284.9280979,10068893.2159288,13.3006463747986,"852",1004,876345930.5,133177802.213832
17583,4,Allersberg,"90584","09576",Bayern,"09",Landkreis Roth,"905",59772358.6658136,16122665.6672586,26.9734473042969,"905",759,59828155.72,16122665.6672586
17584,4,Walchensee,"82432","09173",Bayern,"09",Landkreis Bad Tölz-Wolfratshausen,"824",36349248.2187795,731178.850591749,2.01153775228285,"824",13,1159161160,235333975.155226
17585,4,Iffeldorf,"82393","09190",Bayern,"09",Landkreis Weilheim-Schongau,"823",27514309.372584,4922826.12122053,17.8918760218847,"823",17,664952639.2,299464156.794054
17586,4,Rastow,"19077","13076",Mecklenburg-Vorpommern,"13",Landkreis Ludwigslust-Parchim,"190",105608568.269083,15755101.7946861,14.9183935100258,"190",766,913326337.3,135492663.062329
17587,4,Marktrodach,"96364","09476",Bayern,"09",Landkreis Kronach,"963",33315983.2664524,8284677.4379449,24.8669756245411,"963",56,583080702.9,124615138.205377
17588,4,Lutzingen,"89440","09773",Bayern,"09",Landkreis Dillingen a.d. Donau,"894",24949806.6919152,3192260.60132621,12.7947307999009,"894",323,511325048.9,45533650.9906608
17589,4,Zusmarshausen,"86441","09772",Bayern,"09",Landkreis Augsburg,"864",68644969.4079917,9899708.65546237,14.4216083725282,"864",943,547910992.7,134026591.736093
17590,4,Westheim,"91747","09577",Bayern,"09",Landkreis Weißenburg-Gunzenhausen,"917",28325000.5442996,5511498.40410745,19.4580698965481,"917",878,1212171070,265698466.676046
17591,4,Weste,"29599","03360",Niedersachsen,"03",Landkreis Uelzen,"295",25441206.6813564,536733.225309808,2.10970034571171,"295",725,1376430241,90006289.791995
17592,4,Großaitingen,"86845","09772",Bayern,"09",Landkreis Augsburg,"868",39166625.4317021,1585299.36951411,4.04757711965388,"868",981,755499929.6,251174156.203459
17593,4,Gessertshausen,"86459","09772",Bayern,"09",Landkreis Augsburg,"864",41333826.5620775,9533877.71973384,23.0655579526742,"864",943,547910992.7,134026591.736093
17594,4,Langerringen,"86853","09772",Bayern,"09",Landkreis Augsburg,"868",42037443.8059704,13684987.2194654,32.5542801380369,"868",981,755499929.6,251174156.203459
17595,4,Bad Tennstedt,"99955","16064",Thüringen,"16",Landkreis Unstrut-Hainich-Kreis,"999",134317614.522664,3471272.36668944,2.58437612894302,"999",1168,964238679,65558665.7883569
17596,4,Wolfsburg,"38440","03103",Niedersachsen,"03",Kreisfreie Stadt Wolfsburg,"384",15614826.8115553,138496.407548383,0.886954490240597,"384",614,1127128410,190542559.71958
17597,4,Göhrde,"29473","03354",Niedersachsen,"03",Landkreis Lüchow-Dannenberg,"294",93689974.4209663,1381352.01608942,1.4743861599137,"294",726,1805270158,281766264.227768
17598,4,Mitteleschenbach,"91734","09571",Bayern,"09",Landkreis Ansbach,"917",10551766.8798786,2241938.24538083,21.2470410965583,"917",878,1212171070,265698466.676046
17599,4,Landsberg a. Lech,"86899","09181",Bayern,"09",Landkreis Landsberg am Lech,"868",57893552.5709476,13058686.2616282,22.5563740377221,"868",981,755499929.6,251174156.203459
17600,4,Frensdorf,"96158","09471",Bayern,"09",Landkreis Bamberg,"961",43959801.5069605,5189622.02096913,11.8053809231769,"961",58,1780838645,220205764.014294
17601,4,Alesheim,"91793","09577",Bayern,"09",Landkreis Weißenburg-Gunzenhausen,"917",20493035.0172287,6533157.16322451,31.8798906932624,"917",878,1212171070,265698466.676046
17602,4,Peiting,"86971","09190",Bayern,"09",Landkreis Weilheim-Schongau,"869",74982086.6892604,38091616.192184,50.800955100173,"869",980,937669830.4,406073408.574801
17603,4,Vilgertshofen,"86946","09181",Bayern,"09",Landkreis Landsberg am Lech,"869",27106190.1930463,11536090.1333038,42.5588769618508,"869",980,937669830.4,406073408.574801
17604,4,Rain,"86641","09779",Bayern,"09",Landkreis Donau-Ries,"866",80382989.2842491,10230074.698381,12.7266661634162,"866",988,1428545179,169120355.651721
17605,4,Helmstedt,"38350","03154",Niedersachsen,"03",Landkreis Helmstedt,"383",67041377.7934805,4736901.88184998,7.06563921827785,"383",616,339322520.7,16205462.1695375
17606,4,"Hötensleben, Völpke, Ottleben u.a.","39393","15083",Sachsen-Anhalt,"15",Landkreis Börde,"393",162322480.419111,14310307.8958393,8.81597413918921,"393",707,485273550.8,29162162.2245752
17607,4,Scheßlitz,"96110","09471",Bayern,"09",Landkreis Bamberg,"961",94871026.0702297,14278181.7601395,15.0500973285246,"961",58,1780838645,220205764.014294
17608,4,Dörfles-Esbach,"96487","09473",Bayern,"09",Landkreis Coburg,"964",3784586.04803831,740968.254378497,19.5785812496605,"964",89,407937152.1,60029185.5146521
17609,4,Meschede,"59872","05958",Nordrhein-Westfalen,"05",Kreis Hochsauerlandkreis,"598",218438396.204255,50977787.2027973,23.3373747878691,"598",218,619558969.9,143742931.162561
17610,4,Herxheim,"76863","07337",Rheinland-Pfalz,"07",Landkreis Südliche Weinstraße,"768",32679115.9660936,1634880.39142782,5.00282930885922,"768",1109,65316225.93,5484941.22614987
17611,4,Wiesbaden,"65197","06414",Hessen,"06",Kreisfreie Stadt Wiesbaden,"651",4210713.10499868,51034.3608521987,1.21201230242008,"651",311,70313122.54,2941752.33601123
17612,4,Herborn,"35745","06532",Hessen,"06",Landkreis Lahn-Dill-Kreis,"357",64001284.0659295,17930729.345413,28.0162024982843,"357",570,759553418.4,214624384.557007
17613,4,Wiesbaden,"65193","06414",Hessen,"06",Kreisfreie Stadt Wiesbaden,"651",15996554.5846583,629725.168984989,3.93663001399647,"651",311,70313122.54,2941752.33601123
17614,4,Bodenheim,"55294","07339",Rheinland-Pfalz,"07",Landkreis Mainz-Bingen,"552",13431889.0622632,261606.081828978,1.94764921461389,"552",443,70352331.53,3950713.69433336
17615,4,Lauterbach,"78730","08325",Baden-Württemberg,"08",Landkreis Rottweil,"787",19956681.8458467,7512355.89270594,37.6433114018369,"787",261,212448014.8,60803024.1998531
17616,4,Lingenfeld,"67360","07334",Rheinland-Pfalz,"07",Landkreis Germersheim,"673",15222734.8709968,257540.92978697,1.69181774477102,"673",463,175319714.7,9496341.89846586
17617,4,Werther (Westf.),"33824","05754",Nordrhein-Westfalen,"05",Kreis Gütersloh,"338",35379624.7190814,2589301.52495505,7.31862348884259,"338",549,147973420.8,29343638.420229
17618,4,Biblis,"68647","06431",Hessen,"06",Landkreis Bergstraße,"686",39959874.2242221,3798444.37648312,9.50564647718699,"686",388,166652492.9,12751913.1651669
17619,4,Breidenbach,"35236","06534",Hessen,"06",Landkreis Marburg-Biedenkopf,"352",46061745.4263501,14136983.8152287,30.6913767256884,"352",579,233020072.4,68057686.0671546
17620,4,Solms,"35606","06532",Hessen,"06",Landkreis Lahn-Dill-Kreis,"356",33733700.6315899,6626010.54606562,19.6421098842049,"356",571,400409046.1,99051394.22177
17621,4,Hohenaspe,"25582","01061",Schleswig-Holstein,"01",Kreis Steinburg,"255",49170250.2574227,14526953.6672526,29.544193066334,"255",846,963731751.1,451949870.782049
17622,4,Fronreute,"88273","08436",Baden-Württemberg,"08",Landkreis Ravensburg,"882",46104526.1129247,18892059.7008159,40.9765836320347,"882",1078,768437992.9,398421780.70711
17623,4,Mittelangeln,"24986","01059",Schleswig-Holstein,"01",Kreis Schleswig-Flensburg,"249",45048493.6483485,12863090.5033108,28.5538748614347,"249",564,847100281.3,249126078.651637
17624,4,Fockbek,"24787","01058",Schleswig-Holstein,"01",Kreis Rendsburg-Eckernförde,"247",27482958.1540591,11742999.4083516,42.72829490379,"247",534,233028957.1,75772160.4716285
17625,4,Weißbach,"74679","08126",Baden-Württemberg,"08",Landkreis Hohenlohekreis,"746",12765449.0852304,1464500.70517305,11.4723790396648,"746",968,604335217.5,63480495.4668354
17626,4,Heiningen,"73092","08117",Baden-Württemberg,"08",Landkreis Göppingen,"730",12371171.1297108,3823617.21491514,30.9074797755589,"730",978,185375367.9,42301765.1219887
17627,4,Plattenburg,"19339","12070",Brandenburg,"12",Landkreis Prignitz,"193",201779658.795865,41282941.1581457,20.4594166748545,"193",764,323610518.8,69417827.0882374
17628,4,Gammelsdorf,"85408","09178",Bayern,"09",Landkreis Freising,"854",21627202.8285204,756668.692435428,3.49868958290615,"854",1060,726089648.6,94863776.1568497
17629,4,Tuntenhausen,"83104","09187",Bayern,"09",Landkreis Rosenheim,"831",79315990.8472935,38775533.8663605,48.8874102840306,"831",86,139918180.7,72877877.7810545
17630,4,Eching,"84174","09274",Bayern,"09",Landkreis Landshut,"841",30160286.7807229,399284.497600774,1.32387500325753,"841",45,1162506558,83513554.0353017
17631,4,Landshut,"84034","09261",Bayern,"09",Kreisfreie Stadt Landshut,"840",21187095.9885643,888497.708395702,4.19357947344585,"840",47,97343311.76,4878786.15114699
17632,4,Kiefersfelden,"83088","09187",Bayern,"09",Landkreis Rosenheim,"830",37702425.1148114,10266508.9421929,27.2303675716597,"830",87,483716395.5,207441920.886198
17633,4,Flintsbach a. Inn,"83126","09187",Bayern,"09",Landkreis Rosenheim,"831",31294136.3630943,9412751.73974458,30.0783240365924,"831",84,171685856,75871865.3539208
17634,4,Thalmassing,"93107","09375",Bayern,"09",Landkreis Regensburg,"931",37149421.8553345,2704459.48746714,7.27995040676196,"931",52,37197553.36,2704459.48746714
17635,4,Regensburg,"93057","09362",Bayern,"09",Kreisfreie Stadt Regensburg,"930",10708558.1206869,2522928.08417223,23.5599233411118,"930",28,431784057.6,22711579.2451369
17636,4,Schirmitz,"92718","09374",Bayern,"09",Landkreis Neustadt a.d. Waldnaab,"927",4940273.81226759,1448852.80345859,29.32737857284,"927",835,265880518,49989950.7595627
17637,4,Sandersdorf-Brehna,"06794","15082",Sachsen-Anhalt,"15",Landkreis Anhalt-Bitterfeld,"067",15172017.4923087,768427.373805608,5.06476725455368,"067",674,665694623.6,70959498.6558734
17638,4,Riedering,"83083","09187",Bayern,"09",Landkreis Rosenheim,"830",38079728.9686632,25187852.651084,66.1450418195249,"830",87,483716395.5,207441920.886198
17639,4,Treuen,"08233","14523",Sachsen,"14",Landkreis Vogtlandkreis,"082",43816324.5793151,8630706.84963817,19.6974687687807,"082",735,475021324.9,71380683.8914307
17640,4,Großpösna,"04463","14729",Sachsen,"14",Landkreis Leipzig,"044",41440019.0558937,4701767.10680931,11.3459578782231,"044",864,119238943.3,13102760.0307275
17641,4,Unterwössen,"83246","09189",Bayern,"09",Landkreis Traunstein,"832",40198360.9410146,7430245.91604138,18.4839524351359,"832",135,502801441.5,141808722.734367
17642,4,Kienberg,"83361","09189",Bayern,"09",Landkreis Traunstein,"833",22811214.0789763,2838850.35323883,12.4449770337092,"833",133,929444815.5,346929381.933703
17643,4,Wusterhausen,"16868","12068",Brandenburg,"12",Landkreis Ostprignitz-Ruppin,"168",36153252.1688104,3261457.53203362,9.02120096085656,"168",872,36188260.86,3261457.53203362
17644,4,Reit im Winkl,"83242","09189",Bayern,"09",Landkreis Traunstein,"832",71858548.7774753,8157035.12897132,11.3515166500666,"832",135,502801441.5,141808722.734367
17645,4,Schönsee,"92539","09376",Bayern,"09",Landkreis Schwandorf,"925",50308886.9991759,15013562.7695678,29.8427646984393,"925",847,670464561.8,140876229.445581
17646,4,Traunreut,"83301","09189",Bayern,"09",Landkreis Traunstein,"833",22677326.68517,7259074.08120538,32.0102725598273,"833",133,929444815.5,346929381.933703
17647,4,Mamming,"94437","09279",Bayern,"09",Landkreis Dingolfing-Landau,"944",41487595.7535,1814064.32204986,4.37254627341672,"944",23,839769585.3,77287569.5068426
17648,4,Pleiskirchen,"84568","09171",Bayern,"09",Landkreis Altötting,"845",52519340.3050665,16161854.2695976,30.7731479026946,"845",79,801314500.9,165414100.857225
17649,4,Wittenberg,"06889","15091",Sachsen-Anhalt,"15",Landkreis Wittenberg,"068",108394267.061907,5447360.57065294,5.02550616218641,"068",669,620665124.4,85083293.6228731
17650,4,Zschorlau,"08321","14521",Sachsen,"14",Landkreis Erzgebirgskreis,"083",22004823.4344821,5728306.0361234,26.0320472608156,"083",732,439324498.3,79268109.8139953
17651,4,"Brück, Borkheide u.a.","14822","12069",Brandenburg,"12",Landkreis Potsdam-Mittelmark,"148",232557080.897941,55573987.4891246,23.8969234024371,"148",771,952750530.1,121643265.706479
17652,4,Waging a. See,"83329","09189",Bayern,"09",Landkreis Traunstein,"833",58465938.3990309,30751441.4149403,52.5971912142438,"833",133,929444815.5,346929381.933703
17653,4,Straßkirchen,"94342","09278",Bayern,"09",Landkreis Straubing-Bogen,"943",54241725.6587477,263490.456226622,0.48577078444061,"943",26,1075674339,230740198.417551
17654,4,Kirchdorf a. Inn,"84375","09277",Bayern,"09",Landkreis Rottal-Inn,"843",31751567.6682543,924039.316004141,2.91021635737378,"843",83,953934042.1,199488567.084287
17655,4,Pfarrkirchen,"84347","09277",Bayern,"09",Landkreis Rottal-Inn,"843",52322335.3190949,12716164.3721322,24.3035107179008,"843",83,953934042.1,199488567.084287
17656,4,Chemnitz,"09125","14511",Sachsen,"14",Kreisfreie Stadt Chemnitz,"091",16657996.9016883,1463085.41206105,8.78308130740957,"091",1132,162369625.5,20900664.7832939
17657,4,Schöfweg,"94572","09272",Bayern,"09",Landkreis Freyung-Grafenau,"945",19080588.2070865,7492349.87318176,39.2668705590486,"945",22,847952455.8,271186119.067311
17658,4,Außernzell,"94532","09271",Bayern,"09",Landkreis Deggendorf,"945",24120843.6558391,8882554.1238721,36.8252215826699,"945",22,847952455.8,271186119.067311
17659,4,Feldberger Seenlandschaft,"17258","13071",Mecklenburg-Vorpommern,"13",Landkreis Mecklenburgische Seenplatte,"172",200519670.360551,32357213.9725326,16.1366782193246,"172",721,2014423440,216178365.394617
17660,4,Eppenschlag,"94536","09272",Bayern,"09",Landkreis Freyung-Grafenau,"945",17046255.1820778,9075331.50660891,53.2394441457768,"945",22,847952455.8,271186119.067311
17661,4,Berlin Rosenthal,"13158","11000",Berlin,"11",Kreisfreie Stadt Berlin,"131",6909017.67259517,8540.47642127424,0.123613469034105,"131",826,76164872.63,9130106.03162568
17662,4,Passau,"94034","09262",Bayern,"09",Kreisfreie Stadt Passau,"940",30402765.4739585,8161779.28040683,26.845516035039,"940",1177,38776326.79,11157790.9813082
17663,4,Waldkirchen,"94065","09272",Bayern,"09",Landkreis Freyung-Grafenau,"940",79921960.2239892,40818316.426436,51.0727168253114,"940",1178,211330722.1,94611903.5610136
17664,4,Obernzell,"94130","09275",Bayern,"09",Landkreis Passau,"941",18180499.3025942,3201138.70800431,17.6075401160601,"941",1175,914055919.8,396690788.016875
17665,4,Königs Wusterhausen,"15712","12061",Brandenburg,"12",Landkreis Dahme-Spreewald,"157",28561416.6185881,1242037.33868502,4.34865453374149,"157",912,690397451.4,79307445.0554582
17666,4,Erkner,"15537","12067",Brandenburg,"12",Landkreis Oder-Spree,"155",158763055.520056,17596618.3023537,11.0835724625688,"155",913,507406034.7,50555700.603139
17667,4,Großräschen,"01983","12066",Brandenburg,"12",Landkreis Oberspreewald-Lausitz,"019",80999086.427892,11305294.969486,13.957311703201,"019",853,1224048927,146302039.112409
17668,4,Schwedt,"16303","12073",Brandenburg,"12",Landkreis Uckermark,"163",205684243.546996,65059324.3018328,31.6306797156136,"163",881,334125464.4,92013022.5642183
17669,4,Müllrose,"15299","12067",Brandenburg,"12",Landkreis Oder-Spree,"152",127796834.42723,3835456.32933452,3.00121387710782,"152",915,306257892.2,22739431.7733854
17670,4,"Ostritz, Schönau-Berzdorf","02899","14626",Sachsen,"14",Landkreis Görlitz,"028",51008844.6458869,8072524.21456574,15.8257342831557,"028",767,376463387.5,58701071.5994274
17671,4,Taarstedt,"24893","01059",Schleswig-Holstein,"01",Kreis Schleswig-Flensburg,"248",14192227.9611481,1367651.8235525,9.63662525219093,"248",531,1148390467,449255563.377016
17672,4,Barmstedt,"25355","01056",Schleswig-Holstein,"01",Kreis Pinneberg,"253",76684542.3008952,29785876.1208369,38.8420863281194,"253",850,372246279.4,155787702.03065
17673,4,Hannover,"30659","03241",Niedersachsen,"03",Landkreis Region Hannover,"306",11389671.1895401,1200358.33667226,10.5390078141556,"306",602,55533248.84,5276618.28296046
17674,4,"Bergen, Lohheide u.a.","29303","03351",Niedersachsen,"03",Landkreis Celle,"293",264474643.998249,28739332.2923467,10.8665737697475,"293",727,2146506188,219273355.763498
17675,4,Holtsee,"24363","01058",Schleswig-Holstein,"01",Kreis Rendsburg-Eckernförde,"243",21821314.1984093,3559920.28004596,16.313959130406,"243",546,639369696.6,105676071.743586
17676,4,Lauterstein,"73111","08117",Baden-Württemberg,"08",Landkreis Göppingen,"731",22453608.7019839,4001266.69961358,17.8201497706693,"731",976,22497623.92,4001266.69961358
17677,4,Ronshausen,"36217","06632",Hessen,"06",Landkreis Hersfeld-Rotenburg,"362",39458169.7395798,5016348.31603124,12.713079063572,"362",560,1022927709,247666750.20874
17678,4,Ellerbek,"25474","01056",Schleswig-Holstein,"01",Kreis Pinneberg,"254",32175935.779112,15193890.8145161,47.2212864882075,"254",848,361532416.2,134400067.329416
17679,4,Bispingen,"29646","03358",Niedersachsen,"03",Landkreis Heidekreis,"296",128841036.869762,13253744.1132946,10.2868965007571,"296",724,1554291028,221983389.173375
17680,4,Weiler-Simmerberg,"88171","09776",Bayern,"09",Landkreis Lindau (Bodensee),"881",31333643.3957385,21358539.9174988,68.1648783952256,"881",1080,336420927.2,216452667.979118
17681,4,Nentershausen,"36214","06632",Hessen,"06",Landkreis Hersfeld-Rotenburg,"362",54428223.1127474,10636064.3669226,19.5414506640978,"362",560,1022927709,247666750.20874
17682,4,Böbingen an der Rems,"73560","08136",Baden-Württemberg,"08",Landkreis Ostalbkreis,"735",12230549.6242031,5876890.71114781,48.0509126059062,"735",1041,223875124.3,71166395.7005204
17683,4,"Hilders, Ehrenberg","36115","06631",Hessen,"06",Landkreis Fulda,"361",111251707.010729,64906480.9930471,58.3420090684878,"361",561,1310527584,478025818.50737
17684,4,Schechingen,"73579","08136",Baden-Württemberg,"08",Landkreis Ostalbkreis,"735",11841814.2827768,4525155.44389648,38.2133627148506,"735",1041,223875124.3,71166395.7005204
17685,4,Heringen,"36266","06632",Hessen,"06",Landkreis Hersfeld-Rotenburg,"362",60133688.1453227,17723350.6652918,29.4732473791737,"362",560,1022927709,247666750.20874
17686,4,Kirchberg an der Jagst,"74592","08127",Baden-Württemberg,"08",Landkreis Schwäbisch Hall,"745",40954041.0640149,7021257.11983387,17.1442351900244,"745",969,1099896720,199269744.150228
17687,4,Schwendi,"88477","08426",Baden-Württemberg,"08",Landkreis Biberach,"884",49284848.5061359,5292683.42401543,10.7389666082802,"884",1071,1205381045,350427719.416925
17688,4,Hamburg,"21109","02000",Hamburg,"02",Kreisfreie Stadt Hamburg,"211",19423331.3276969,5744409.07887465,29.574788083254,"211",491,131273104.6,20874672.9399211
17689,4,Aichstetten,"88317","08436",Baden-Württemberg,"08",Landkreis Ravensburg,"883",33794155.4511278,16141113.8579037,47.7630337034062,"883",1076,64042369.96,25040596.0993406
17690,4,Berkheim,"88450","08426",Baden-Württemberg,"08",Landkreis Biberach,"884",25018723.7173603,4976400.3127198,19.8907041339871,"884",1071,1205381045,350427719.416925
17691,4,Struvenhütten,"24643","01060",Schleswig-Holstein,"01",Kreis Segeberg,"246",12937853.1149499,4661451.14258359,36.0295568450783,"246",536,148221019.6,53492636.8274563
17692,4,Fladungen,"97650","09673",Bayern,"09",Landkreis Rhön-Grabfeld,"976",50463862.5233435,14161202.4511306,28.0620660865583,"976",1082,456157496,117196873.48421
17693,4,Aalen,"73431","08136",Baden-Württemberg,"08",Landkreis Ostalbkreis,"734",15234913.5830933,3042640.2659542,19.9714967161397,"734",1042,1052339123,240560620.277684
17694,4,Nienhagen,"29336","03351",Niedersachsen,"03",Landkreis Celle,"293",17580230.2459377,1549952.30510885,8.81645054374077,"293",727,2146506188,219273355.763498
17695,4,Stelle,"21435","03353",Niedersachsen,"03",Landkreis Harburg,"214",38699634.6844286,11535171.4688977,29.8069259902834,"214",473,38731671.76,11535171.4688977
17696,4,Hamburg,"22397","02000",Hamburg,"02",Kreisfreie Stadt Hamburg,"223",31994803.103055,10562929.3407195,33.0145158471405,"223",400,103281282.8,14878501.9105574
17697,4,Ippesheim,"97258","09575",Bayern,"09",Landkreis Neustadt a.d. Aisch-Bad Windsheim,"972",82705180.2559629,3412429.09902544,4.1260161557769,"972",1020,1189936098,51332677.2631802
17698,4,Poppenhausen,"97490","09678",Bayern,"09",Landkreis Schweinfurt,"974",39054991.0786221,3450367.39529134,8.83463880031457,"974",1018,975228921.4,84664675.2384546
17699,4,Oerlenbach,"97714","09672",Bayern,"09",Landkreis Bad Kissingen,"977",33459361.7565181,281250.094786149,0.840572204672612,"977",1079,1591016305,269230849.767742
17700,4,Münnerstadt,"97702","09672",Bayern,"09",Landkreis Bad Kissingen,"977",93111706.8667376,4713530.13950225,5.06223148314562,"977",1079,1591016305,269230849.767742
17701,4,Wettringen,"91631","09571",Bayern,"09",Landkreis Ansbach,"916",21313129.9907855,3272655.72416558,15.3551154878729,"916",883,565443197.9,127470592.4935
17702,4,Kreßberg,"74594","08127",Baden-Württemberg,"08",Landkreis Schwäbisch Hall,"745",48423648.707697,17016068.8486732,35.1399973004687,"745",969,1099896720,199269744.150228
17703,4,Buchenberg,"87474","09780",Bayern,"09",Landkreis Oberallgäu,"874",58189863.2030266,24571505.3818485,42.2264360651916,"874",1136,823891477,520475815.573232
